X1,X2,Class
0.20864,0.23023,1
0.36123,0.50687,1
0.42567,0.23905,1
0.39955,0.13683,1
0.27962,0.3104,1
0.10905,0.63026,1
0.10293,0.44615,1
0.55109,0.31398,1
0.5792,0.17935,1
0.35651,0.1784,1
0.25986,0.096918,1
0.54548,0.27273,1
0.39879,0.14934,1
0.38344,0.2433,1
0.40542,0.35102,1
0.24909,0.42306,1
0.29354,0.13396,1
0.14987,0.30568,1
0.22499,0.46486,1
0.24083,0.23397,1
0.12292,0.40618,1
0.30123,0.17877,1
0.2577,0.53731,1
0.44629,0.20648,1
0.51121,0.15633,1
0.47468,0.45421,1
0.3734,0.10753,1
0.45358,0.013564,1
0.36371,0.32421,1
0.32317,0.30823,1
0.26357,0.097322,1
0.37599,0.51113,1
0.48342,-0.027607,1
0.41271,0.35326,1
0.29459,0.33863,1
0.14843,0.314,1
0.47624,0.0091385,1
0.051022,0.51823,1
0.48803,0.49221,1
0.1937,0.35613,1
0.39039,0.40255,1
0.16652,0.077487,1
0.37835,0.20555,1
0.059891,0.61548,1
-0.077253,0.32597,1
0.51933,0.3529,1
0.27196,0.03101,1
0.027255,0.28939,1
0.43744,-0.027211,1
0.028371,0.1663,1
0.43366,0.60491,1
0.28051,0.022916,1
0.30074,0.18802,1
0.18203,0.29235,1
0.31616,0.42397,1
0.5306,0.28711,1
0.21024,0.38436,1
0.39944,0.49688,1
0.27211,0.43726,1
0.41815,0.14552,1
0.50483,0.15411,1
0.16697,0.18064,1
0.10653,0.50037,1
0.60735,0.18468,1
0.51785,0.39686,1
0.23155,0.40309,1
0.25503,0.43059,1
0.28751,0.21941,1
0.20085,0.2721,1
0.22655,0.2446,1
0.011878,0.3528,1
0.38057,0.43409,1
0.51922,0.072765,1
0.62385,0.33898,1
0.18317,0.25532,1
0.22642,0.075342,1
0.45536,0.36796,1
0.3323,-0.011059,1
0.37631,0.18846,1
0.42817,0.054583,1
0.14583,0.36825,1
0.49376,0.37606,1
0.52939,0.074699,1
0.40983,0.28032,1
0.61235,0.12093,1
0.22157,0.27346,1
0.42755,0.1062,1
0.53333,0.59167,1
0.46211,0.35796,1
0.18236,0.29852,1
0.31011,0.30151,1
0.1598,0.25764,1
0.25429,0.37431,1
0.31637,0.029412,1
0.28594,0.33877,1
0.55254,-0.016858,1
-0.0040905,0.39901,1
0.060484,0.27759,1
0.5451,0.21846,1
0.26828,0.2679,1
0.15902,0.53138,1
0.49266,0.48629,1
-0.12824,0.53333,1
0.44776,0.28487,1
0.23937,0.46239,1
0.13863,0.39555,1
0.41728,0.20002,1
0.1783,0.30672,1
0.22155,0.39653,1
-0.0091204,0.72474,1
0.29275,0.41443,1
0.30056,0.21433,1
0.24251,0.23269,1
0.23449,0.24701,1
0.35255,0.35158,1
0.18599,0.26991,1
0.40968,0.21237,1
0.16392,0.02613,1
0.16976,0.10436,1
0.3544,0.22752,1
0.38887,0.042378,1
0.34479,0.24605,1
0.19315,0.27135,1
0.4308,0.26319,1
0.23281,0.44552,1
0.32606,0.56389,1
0.33084,0.25604,1
0.32369,0.35687,1
0.36774,-0.088858,1
0.53075,0.32739,1
0.089596,0.33842,1
0.43219,0.39426,1
0.18669,0.43819,1
0.45828,0.32465,1
0.48008,0.37481,1
0.58276,0.39043,1
0.43781,0.38927,1
0.20883,0.010096,1
0.3778,0.47457,1
0.1838,-0.090084,1
0.15568,0.53756,1
0.071927,0.57278,1
0.36444,-0.12384,1
0.40821,0.25448,1
0.46607,0.39862,1
0.61428,0.2833,1
-0.047152,0.21458,1
0.32692,0.46807,1
0.45884,0.44347,1
0.10954,0.18951,1
0.1619,0.12371,1
0.45006,0.50152,1
0.36887,0.55719,1
0.33421,0.41396,1
-0.031121,0.22801,1
0.17675,0.4302,1
0.55253,0.2249,1
0.30427,0.22029,1
0.21046,0.41534,1
0.063954,0.045543,1
-0.06315,0.35139,1
0.073536,0.25214,1
0.66545,0.20372,1
0.53964,0.27999,1
0.25098,0.06957,1
0.39268,0.090262,1
0.43141,0.28846,1
-0.51645,0.50126,2
-0.11678,0.4834,2
-0.32796,0.54624,2
-0.39457,0.75524,2
-0.1102,0.5534,2
-0.16054,0.57953,2
-0.12474,0.32366,2
-0.10974,0.69651,2
-0.68733,0.80703,2
-0.35837,0.80727,2
-0.33584,0.39248,2
-0.3216,0.59191,2
-0.091546,0.56248,2
-0.66089,0.61105,2
-0.56194,0.9075,2
-0.24443,0.45137,2
-0.39289,0.5506,2
-0.42961,0.64415,2
-0.090463,0.52225,2
-0.43648,0.52004,2
-0.51997,0.94083,2
-0.41839,1.0113,2
-0.40581,0.739,2
-0.085688,0.84793,2
-0.21035,0.4167,2
-0.5319,0.45262,2
-0.29459,0.84601,2
-0.092754,0.69308,2
-0.31455,0.79724,2
-0.26292,0.78747,2
-0.38982,0.57988,2
-0.16216,0.31502,2
-0.41825,0.68435,2
-0.35653,0.89602,2
-0.4618,0.78214,2
-0.14907,0.83786,2
-0.37662,0.55321,2
-0.23581,0.64294,2
-0.43382,0.56868,2
0.0036025,0.80435,2
-0.28686,0.71063,2
-0.42407,0.99487,2
-0.27003,0.83343,2
-0.23921,0.37827,2
-0.2553,0.82211,2
-0.19657,0.70318,2
-0.1252,0.84473,2
-0.33835,0.68096,2
-0.38318,0.83938,2
-0.39851,0.75028,2
0.027845,0.53777,2
-0.29548,0.84672,2
-0.55299,0.79482,2
-0.0049018,0.60828,2
-0.029384,0.61407,2
-0.44469,0.77904,2
-0.33893,0.78973,2
0.1222,0.78448,2
-0.18658,0.56061,2
-0.29502,0.84056,2
-0.10263,0.67594,2
-0.43079,0.64562,2
-0.099298,0.89443,2
-0.0092642,1.0126,2
-0.56097,0.80742,2
-0.53629,0.52943,2
-0.5633,0.64638,2
-0.2929,0.62092,2
-0.10746,0.61587,2
-0.26122,0.69965,2
-0.1051,0.86809,2
-0.36247,0.68325,2
-0.54822,0.72674,2
-0.52272,0.63632,2
-0.40675,0.85898,2
-0.27215,1.0098,2
-0.058505,0.72204,2
-0.28628,0.56483,2
-0.14564,0.52779,2
-0.25495,0.90974,2
-0.20091,0.91165,2
-0.39777,0.39812,2
-0.54744,0.7795,2
-0.23113,0.49114,2
-0.47389,0.68247,2
-0.23108,0.45316,2
-0.26878,0.67681,2
-0.18089,0.88046,2
-0.32624,0.59973,2
-0.25266,0.57583,2
-0.29497,0.70762,2
-0.44171,0.64926,2
-0.43434,0.85963,2
-0.080951,0.60836,2
-0.25606,0.46528,2
-0.76797,0.81889,2
-0.25093,0.80777,2
-0.23353,0.53611,2
-0.16625,0.57802,2
-0.39939,0.96198,2
-0.38326,0.9182,2
-0.24621,0.72827,2
-0.11287,0.82569,2
-0.096666,0.70731,2
-0.45795,0.70402,2
-0.255,0.50426,2
-0.073435,0.72278,2
-0.40938,0.52606,2
-0.36335,0.88171,2
-0.25722,0.6076,2
-0.34933,0.70311,2
-0.15188,0.49289,2
-0.40417,0.73714,2
-0.46232,0.42367,2
-0.54614,0.83522,2
-0.22996,0.61122,2
-0.24656,0.55075,2
-0.39264,0.3969,2
-0.17598,0.65924,2
-0.16044,0.85699,2
-0.34124,0.53642,2
-0.33323,0.55895,2
-0.27423,0.67734,2
-0.39422,1.085,2
-0.17711,1.175,2
-0.40397,0.70558,2
-0.38705,0.6545,2
-0.044039,0.75384,2
-0.27839,0.34943,2
-0.27225,0.23462,2
-0.19159,0.3809,2
-0.59037,0.69833,2
-0.37419,0.81924,2
-0.3517,0.73036,2
-0.28196,0.46929,2
-0.75195,0.88522,2
-0.30693,0.57418,2
-0.76273,0.89035,2
-0.56445,0.7296,2
0.040324,0.77957,2
-0.46219,0.99887,2
-0.44792,0.8435,2
-0.217,0.79662,2
-0.11251,0.6119,2
-0.13115,0.94898,2
-0.40305,0.78687,2
0.0088487,0.65293,2
0.090648,0.65432,2
-0.35862,0.93646,2
-0.44127,0.32628,2
-0.47984,0.78809,2
-0.58884,0.64821,2
-0.56261,0.75476,2
-0.51427,0.32431,2
-0.39291,0.82104,2
-0.075132,0.6857,2
-0.19683,0.71411,2
-0.30148,0.55231,2
-0.18159,0.65999,2
-0.11437,0.73688,2
-0.33194,0.44021,2
-0.26681,0.54509,2
-0.47511,0.94748,2
-0.55704,0.77872,2
-0.19324,0.57451,2
-0.029349,0.8296,2
-0.38338,0.62439,2
-0.035071,0.8128,2
-0.060506,0.77217,2
-0.16071,0.53004,2
-0.21036,0.56745,2
-0.28327,0.79884,2
-0.52061,0.83737,2
-0.26387,0.68794,2
-0.060226,0.68823,2
-0.42947,0.65472,2
-0.32525,0.79111,2
0.094837,0.75057,2
-0.32685,0.82355,2
-0.53763,0.82707,2
-0.58946,0.8971,2
-0.25511,0.73744,2
-0.35072,0.73965,2
-0.11175,0.70599,2
-0.21344,0.46655,2
-0.27252,0.68348,2
-0.44041,0.97432,2
-0.30336,0.57626,2
-0.2212,0.98789,2
-0.28691,0.61958,2
0.096845,0.51167,2
-0.36311,0.66156,2
-0.21125,0.81317,2
-0.22205,0.68608,2
-0.32183,0.62436,2
-0.47374,0.50632,2
-0.21279,0.77469,2
0.0084639,0.61459,2
-0.20569,0.64492,2
-0.37849,0.77836,2
-0.22944,0.59473,2
-0.1627,0.93099,2
-0.3213,0.82861,2
-0.40033,0.6883,2
-0.31205,0.61849,2
-0.039349,0.95979,2
-0.27391,0.5994,2
-0.34857,0.61261,2
-0.41376,0.69645,2
-0.098832,0.85452,2
-0.28769,0.8833,2
-0.38312,0.67237,2
-0.56127,1.0673,2
-0.16643,0.89715,2
-0.63511,0.68809,2
-0.33218,0.50148,2
-0.47481,0.71122,2
-0.116,0.70836,2
-0.47794,0.70295,2
-0.12681,0.97141,2
-0.15682,0.45769,2
-0.29352,0.85649,2
-0.12962,0.89182,2
-0.10824,0.64481,2
-0.50198,0.37005,2
-0.13811,0.61293,2
-0.17932,0.36652,2
-0.45809,0.57137,2
-0.028566,0.4865,2
-0.42618,0.46177,2
-0.31068,0.54491,2
-0.18025,0.87634,2
-0.21787,0.39086,2
-0.31599,0.73617,2
0.23628,0.71418,2
-0.18546,0.70229,2
-0.20307,0.31791,2
-0.29614,0.64803,2
-0.44894,0.6506,2
0.077065,0.79788,2
0.034024,0.78821,2
-0.43952,0.94645,2
-0.47145,0.70854,2
-0.26382,0.56578,2
-0.67633,1.065,2
-0.39463,0.73254,2
-0.3347,0.63831,2
0.043828,0.78297,2
0.073255,0.63941,2
-0.35831,0.63888,2
0.28982,0.6453,2
0.47914,0.76927,2
0.18067,0.51889,2
0.19983,0.74722,2
0.73525,0.83303,2
0.24999,0.35066,2
0.41314,0.85404,2
0.51858,0.38636,2
0.46536,0.85439,2
0.34831,0.68002,2
0.17478,0.54442,2
0.54991,0.47217,2
0.20393,0.41026,2
0.33864,1.0284,2
0.16132,0.95086,2
0.35096,0.68643,2
0.090257,0.847,2
0.76437,0.61557,2
0.41476,0.89331,2
0.67936,0.65976,2
0.64029,0.80427,2
0.63088,0.71003,2
0.36637,0.77254,2
0.31461,0.75507,2
0.74592,0.70635,2
0.48977,0.6842,2
0.075248,0.62142,2
0.49957,0.67963,2
0.35041,0.44398,2
0.63693,0.60384,2
0.22491,0.84092,2
-0.032262,0.65573,2
0.62705,0.80869,2
0.26335,0.45543,2
0.52026,0.76297,2
0.15188,0.96654,2
0.098483,0.51732,2
0.20121,0.54983,2
0.3713,0.76139,2
0.49777,0.76908,2
0.40949,0.30512,2
0.34085,0.76668,2
0.39168,0.48977,2
0.51613,0.41266,2
0.52276,0.52085,2
0.44636,0.86978,2
0.2244,0.5592,2
0.58315,0.87173,2
0.42018,0.76854,2
0.34088,0.58241,2
0.40763,1.0163,2
0.2268,0.99736,2
0.46155,0.7284,2
0.27576,0.77304,2
0.30476,0.40507,2
0.63679,0.52115,2
0.54482,0.9026,2
0.8161,0.64324,2
0.45464,0.62706,2
0.41689,0.49814,2
0.58581,0.47286,2
0.15897,0.87733,2
0.2182,0.7911,2
0.43671,0.58238,2
0.46536,0.61911,2
0.3469,0.77664,2
0.59921,0.6057,2
0.463,0.97273,2
0.69426,0.55071,2
1.0003,0.66924,2
0.50366,0.45174,2
0.60942,0.5601,2
0.35292,0.63953,2
0.3138,0.42847,2
0.27559,0.62451,2
0.31031,0.75782,2
0.20077,1.068,2
0.39361,0.48992,2
0.29328,0.56454,2
0.1509,0.87495,2
0.35965,0.9848,2
0.42544,0.60521,2
0.55006,0.95332,2
0.36938,0.71738,2
0.48382,0.7764,2
0.6652,0.60934,2
0.36766,0.43286,2
0.60365,0.4392,2
0.36199,0.60774,2
0.36532,0.19347,2
0.56559,0.76637,2
0.45998,0.42199,2
0.38966,0.69757,2
0.66203,0.54508,2
0.19329,0.6601,2
0.77058,0.67828,2
0.51773,0.70945,2
0.66676,0.7384,2
0.50736,0.50429,2
0.074898,0.72662,2
0.26742,0.66913,2
0.571,0.90596,2
0.23408,0.68085,2
0.20473,0.91515,2
0.4636,0.83102,2
0.5517,0.87753,2
0.37506,0.70627,2
0.54811,0.68354,2
0.43641,0.52395,2
0.17167,0.7064,2
0.22863,0.69636,2
0.25818,0.75002,2
0.42764,0.72664,2
0.55113,1.0418,2
0.38236,0.48559,2
0.62719,0.8578,2
0.75943,0.8979,2
0.38597,0.6491,2
0.21621,0.88615,2
0.10742,0.52544,2
0.46662,0.6493,2
0.48355,0.51937,2
0.18829,0.70485,2
0.12311,0.61894,2
0.1492,0.6741,2
0.54113,0.64105,2
0.70758,1.049,2
0.25026,0.73843,2
0.38893,0.98054,2
0.16356,0.76882,2
0.29094,0.85842,2
0.67133,0.88757,2
0.41965,0.8333,2
0.29758,0.81564,2
0.48821,0.92891,2
0.27496,0.62295,2
0.36464,0.55204,2
0.020766,0.4008,2
0.50358,0.4624,2
0.12974,0.47821,2
0.20574,0.6528,2
0.49166,0.91903,2
0.54193,0.59224,2
0.35245,0.43895,2
0.34055,0.61058,2
0.087363,0.72235,2
0.54451,0.31057,2
0.42683,0.69752,2
0.50503,0.20396,2
0.39395,0.70171,2
0.34121,0.48782,2
0.44388,0.51522,2
0.21662,0.64142,2
0.32542,0.56501,2
0.33995,0.50022,2
0.75795,0.64611,2
0.16651,0.67564,2
0.39492,0.79516,2
0.58137,0.76943,2
0.46945,0.68661,2
0.18007,0.9179,2
0.31496,0.91941,2
0.78148,1.0749,2
0.26104,0.88367,2
0.14915,0.47548,2
0.23637,0.97583,2
0.64632,0.52231,2
0.51835,0.87694,2
0.089471,0.65866,2
0.49807,0.90262,2
0.24806,0.74691,2
0.5502,0.7373,2
0.2806,0.60313,2
0.43183,0.53389,2
0.2678,0.6037,2
0.50775,0.82699,2
-0.064478,0.83407,2
0.34211,0.66164,2
0.33231,0.50908,2
0.66501,0.87851,2
0.38291,0.74923,2
0.36103,0.64511,2
0.57198,0.79421,2
0.53692,0.89847,2
0.33187,0.57037,2
0.044037,0.47664,2
0.41072,0.79892,2
0.45508,0.55183,2
0.47459,0.88995,2
0.41367,0.86765,2
0.68217,0.97218,2
0.42535,0.53532,2
0.26228,0.63746,2
0.0078603,0.8066,2
0.381,0.65358,2
0.53844,0.908,2
0.18042,0.91433,2
0.23706,0.75251,2
0.82966,0.69789,2
0.30766,1.0747,2
0.23985,0.75399,2
0.27538,0.80655,2
0.41698,0.45295,2
0.47649,0.85847,2
0.5645,0.91531,2
0.1983,0.53493,2
0.2942,0.3741,2
0.68476,0.89275,2
0.16808,0.79423,2
0.50276,0.71213,2
0.12972,0.69711,2
0.28598,0.79612,2
0.097239,0.68116,2
0.21057,0.79265,2
0.5939,0.53041,2
0.35884,0.6714,2
0.19759,0.71058,2
0.54059,0.77478,2
0.17511,0.60939,2
0.4483,0.66333,2
0.28988,0.20472,2
0.30013,0.93483,2
0.15251,0.8516,2
0.49532,0.63105,2
0.072424,0.67867,2
0.50085,0.68971,2
0.1591,0.62821,2
0.71031,0.77781,2
0.75064,0.82804,2
0.55987,0.78308,2
0.4008,0.78617,2
0.35648,0.91182,2
0.84413,0.56151,2
0.42634,0.77744,2
0.46105,0.61576,2
0.206,0.78537,2
0.11861,0.83265,2
0.44443,0.74715,2
0.27847,0.75594,2
0.32968,0.70452,2
0.33892,0.73942,2
0.42767,0.96259,2
0.32417,0.80841,2
0.52649,0.85643,2
0.66486,0.77395,2
0.32768,0.60801,2
0.24759,0.27927,2
0.41851,1.0442,2
0.23231,0.81964,2
0.76204,0.57322,2
